project_id,requirement_id,requirement_title,family_id,event_count,ambiguous_count,defer_count,implementation_claim_count,introduce_count,modify_count,remove_count,resume_count,runtime_failure_count,runtime_verification_count
37923084,REQ_HUBSPOT_COMMUNICATION_HISTORY,Lead Communication History in HubSpot,CRM_LEAD_OPERATIONS,1,0,0,0,1,0,0,0,0,0
37923084,REQ_MEETALFRED_ACTIVITY_STATUS_IN_HUBSPOT,MeetAlfred Activity Status in HubSpot,CRM_LEAD_OPERATIONS,1,0,0,0,1,0,0,0,0,0
37923084,REQ_HUBSPOT_REPORTING,HubSpot Funnel Reporting,CRM_LEAD_OPERATIONS,7,1,0,0,1,3,0,1,1,0
37923084,REQ_CRM_DATA_FLOW_MAP,CRM Data-Flow Map,,0,0,0,0,0,0,0,0,0,0
37923084,REQ_CAMPAIGN_DOMAIN_PROVISIONING,Campaign Domain Provisioning,CAMPAIGN_EMAIL_INFRASTRUCTURE,3,0,0,0,1,2,0,0,0,0
37923084,REQ_CAMPAIGN_DOMAIN_FORWARDING,Campaign Domain Forwarding,CAMPAIGN_EMAIL_INFRASTRUCTURE,1,0,0,0,1,0,0,0,0,0
37923084,REQ_CAMPAIGN_EMAIL_ACCOUNT,Campaign-Domain Email Account,CAMPAIGN_EMAIL_INFRASTRUCTURE,5,0,0,1,1,1,0,0,1,1
37923084,REQ_CAMPAIGN_DOMAIN_WARMUP,Campaign Domain and Mailbox Warm-Up,CAMPAIGN_EMAIL_INFRASTRUCTURE,4,0,1,0,1,2,0,0,0,0
37923084,REQ_CAMPAIGN_EMAIL_PLATFORM_INTEGRATION,Campaign Email Platform Integration,CAMPAIGN_EMAIL_INFRASTRUCTURE,1,0,0,0,1,0,0,0,0,0
37923084,REQ_OUTBOUND_CAMPAIGN_SCRIPTS,Timed Outbound Campaign Scripts,OUTBOUND_CAMPAIGN_EXPANSION,0,0,0,0,0,0,0,0,0,0
37923084,REQ_OUTBOUND_CAMPAIGN_EXECUTION,Outbound Campaign Execution,OUTBOUND_CAMPAIGN_EXPANSION,2,1,0,0,1,0,0,0,0,0
37923084,REQ_OUTBOUND_LEAD_TRACKING,Outbound Lead Import and Tracking,OUTBOUND_CAMPAIGN_EXPANSION,1,0,0,0,1,0,0,0,0,0
37923084,REQ_CONCURRENT_OUTBOUND_ACCOUNTS,Concurrent Outbound Accounts,OUTBOUND_CAMPAIGN_EXPANSION,1,0,0,0,1,0,0,0,0,0
37923084,REQ_HUBSPOT_LEAD_MANAGEMENT_SYSTEM,HubSpot Lead Classification,CRM_LEAD_OPERATIONS,0,0,0,0,0,0,0,0,0,0
37923084,REQ_HUBSPOT_LEAD_NURTURING,HubSpot Lead-Nurturing Workflows,CRM_LEAD_OPERATIONS,0,0,0,0,0,0,0,0,0,0
37923084,REQ_HUBSPOT_LEAD_LIST_MANAGEMENT,HubSpot Lead-List Management,CRM_LEAD_OPERATIONS,1,0,0,0,0,0,0,0,0,1
37923084,REQ_HUBSPOT_LEAD_NOTES,HubSpot Lead Notes,CRM_LEAD_OPERATIONS,0,0,0,0,0,0,0,0,0,0
37923084,REQ_HUBSPOT_TASK_ASSIGNMENT,HubSpot Lead Task Assignment,CRM_LEAD_OPERATIONS,0,0,0,0,0,0,0,0,0,0
37923084,REQ_MEETALFRED_PRODUCTION_DATA_SAFETY,MeetAlfred Integration Test-Data Safety,MEETALFRED_CAMPAIGNS,1,0,0,0,1,0,0,0,0,0
37923084,REQ_MEETALFRED_INTEGRATION_CONTINUITY,MeetAlfred Integration Continuity,MEETALFRED_CAMPAIGNS,1,0,0,0,1,0,0,0,0,0
37923084,REQ_CAMPAIGN_AUDIENCE_CONTROL,Obsolete Campaign Audience Message Suppression,MEETALFRED_CAMPAIGNS,1,0,0,0,1,0,0,0,0,0
37923084,REQ_NEW_LEAD_REVIEW_GATE,New-Lead Review Before Processing,MEETALFRED_CAMPAIGNS,1,0,0,0,1,0,0,0,0,0
41712429,REQ_SEPARATE_AUDIO_FILE_DELIVERY,Separate Audio File Delivery,VOICE_OVER_DELIVERABLE,2,0,0,0,1,1,0,0,0,0
41712429,REQ_ALTERNATE_VOICE_TAKES,Alternate Voice-Over Takes,VOICE_OVER_DELIVERABLE,6,0,0,2,1,2,0,0,0,1
41712429,REQ_VOICE_TONE_AND_ENERGY,Voice Tone and Energy,VOICE_OVER_DELIVERABLE,3,0,0,1,1,1,0,0,0,0
41712429,REQ_FINAL_SENTENCE_PACING,Final Sentence Pacing,VOICE_OVER_DELIVERABLE,3,0,0,1,1,0,0,0,1,0
41712429,REQ_SHORTLISTED_TAKE_EDITING,Editing of Shortlisted Takes,VOICE_OVER_DELIVERABLE,1,0,0,0,1,0,0,0,0,0
42204309,REQ_PROJECT_BRANDING,Project Branding and Product Name,SITE_CONTENT_AND_ACCESS,2,0,0,0,1,1,0,0,0,0
42204309,REQ_PORTUGAL_GEOBLOCK,Portugal Landing-Page Geoblock,SITE_CONTENT_AND_ACCESS,2,0,0,0,1,0,1,0,0,0
42204309,REQ_LANDING_PAGE_CONTENT_LAYOUT,Landing-Page Content and Layout,SITE_CONTENT_AND_ACCESS,6,0,0,1,1,4,0,0,0,0
42204309,REQ_LANDING_BOOK_COVER_PRESENTATION,Landing-Page Book-Cover Presentation,SITE_CONTENT_AND_ACCESS,8,0,0,0,1,4,0,0,3,0
42204309,REQ_FAQ_CONTENT,Product FAQ Content,SITE_CONTENT_AND_ACCESS,17,0,0,1,1,15,0,0,0,0
42204309,REQ_MILESTONE_PARTNER_REWARDS,Milestone Partner Rewards,PRIZE_MECHANICS,1,0,0,0,0,0,1,0,0,0
42204309,REQ_SMALL_BLOCK_PRIZE,Small Block Prize Mechanism,PRIZE_MECHANICS,5,0,0,0,1,4,0,0,0,0
42204309,REQ_BIG_BLOCK_PRIZE,Big Block Prize Mechanism,PRIZE_MECHANICS,6,0,0,1,1,3,1,0,0,0
42204309,REQ_PRIZE_TICKET_LIFECYCLE,Prize-Ticket Lifecycle,PRIZE_MECHANICS,2,0,0,0,0,2,0,0,0,0
42204309,REQ_CHAINLINK_VRF_SELECTION,Chainlink VRF Winner Selection,PRIZE_MECHANICS,6,0,0,3,1,1,0,0,0,1
42204309,REQ_PRIZE_CLAIM_FLOW,Prize Claim Flow,PRIZE_MECHANICS,9,2,0,1,1,3,0,2,0,0
42204309,REQ_AAVE_POOL_YIELD,Aave Prize-Pool Yield Connector,PRIZE_MECHANICS,3,1,0,0,1,0,1,0,0,0
42204309,REQ_CODED_REFERRAL_COMMISSION,Coded-Referral Commission,REFERRAL_REWARDS,10,1,0,0,1,6,0,1,0,1
42204309,REQ_CODED_REFERRAL_TICKETS,Coded-Referral Ticket Issuance,REFERRAL_REWARDS,8,0,0,0,1,5,0,0,0,2
42204309,REQ_NO_REFERRAL_COMMISSION,No-Referral Commission Allocation,REFERRAL_REWARDS,14,1,0,2,1,7,0,1,2,0
42204309,REQ_NO_REFERRAL_TICKETS,No-Referral Ticket Allocation,REFERRAL_REWARDS,18,2,0,2,1,6,0,2,3,2
42204309,REQ_REFERRAL_CODE_VALIDATION,Referral-Code Validation,REFERRAL_REWARDS,4,0,0,1,1,0,0,0,1,1
42204309,REQ_NFT_REFERRAL_IDENTITY,NFT Referral Identity,REFERRAL_REWARDS,7,0,0,1,1,3,0,0,2,0
42204309,REQ_UNLIMITED_NFT_MINT,Unlimited-Mint NFT Ebook,PAYMENT_AND_MINTING,1,0,0,0,1,0,0,0,0,0
42204309,REQ_MINT_PRICE_REVENUE_SPLIT,Mint Price and Revenue Split,PAYMENT_AND_MINTING,5,0,0,0,1,4,0,0,0,0
42204309,REQ_USDC_WALLET_MINT,USDC Wallet Mint Flow,PAYMENT_AND_MINTING,13,0,0,3,1,1,0,0,4,4
42204309,REQ_ETH_WALLET_MINT,ETH Wallet Mint Flow,PAYMENT_AND_MINTING,7,0,0,2,1,0,0,0,3,1
42204309,REQ_ETH_PRICE_AND_REFUND,ETH Pricing and Excess Refund,PAYMENT_AND_MINTING,11,1,0,3,1,2,0,1,3,0
42204309,REQ_PAYMENT_METHOD_SELECTION,Payment Method Selection and Disclosure,PAYMENT_AND_MINTING,8,1,0,0,1,3,0,1,2,0
42204309,REQ_TRANSAK_FIAT_MINT,Transak Fiat Minting,PAYMENT_AND_MINTING,11,1,2,1,1,4,0,2,0,0
42204309,REQ_OPTIONAL_MINT_TIP,Optional Mint Gratuity,PAYMENT_AND_MINTING,8,0,0,2,1,2,0,0,2,1
42204309,REQ_MINT_RESULT_FEEDBACK,Mint Result Feedback,PAYMENT_AND_MINTING,20,1,0,4,1,5,0,1,8,0
42204309,REQ_BASE_NETWORK_DEPLOYMENT,Base Network Deployment,NFT_ASSET_MODEL,1,0,0,0,1,0,0,0,0,0
42204309,REQ_SECONDARY_ROYALTY_ENFORCEMENT,Secondary Royalty Enforcement,NFT_ASSET_MODEL,3,0,0,1,0,2,0,0,0,0
42204309,REQ_NFT_TRANSFER_SEMANTICS,NFT Transfer Semantics,NFT_ASSET_MODEL,3,0,0,0,1,2,0,0,0,0
42204309,REQ_NFT_METADATA_ACCURACY,NFT Metadata Accuracy,NFT_ASSET_MODEL,13,0,0,2,1,6,0,0,3,1
42204309,REQ_BADGE_AWARDS,NFT Badge Awards,BADGE_SYSTEM,5,0,0,0,1,0,0,0,3,1
42204309,REQ_BADGE_PRESENTATION,Badge Set and Presentation,BADGE_SYSTEM,11,1,0,3,1,2,0,1,2,1
42204309,REQ_WALLET_AUTHENTICATION,Wallet Authentication,AUTHENTICATION_AND_ACCESS,2,0,0,0,1,1,0,0,0,0
42204309,REQ_EMAIL_MAGIC_LINK_AUTH,Email Magic-Link Authentication,AUTHENTICATION_AND_ACCESS,6,0,0,1,1,2,0,0,2,0
42204309,REQ_PUBLIC_API_ACCESS,Unauthenticated Public APIs,AUTHENTICATION_AND_ACCESS,1,0,0,0,1,0,0,0,0,0
42204309,REQ_TRANSACTIONAL_EMAIL_DELIVERY,Transactional Email Delivery,AUTHENTICATION_AND_ACCESS,7,0,0,1,1,2,0,0,3,0
42204309,REQ_IPFS_EBOOK_STORAGE,Removable IPFS Ebook Storage,EBOOK_DELIVERY,1,0,0,0,1,0,0,0,0,0
42204309,REQ_NFT_HOLDER_BOOK_ACCESS,NFT-Holder-Gated Book Access,EBOOK_DELIVERY,11,0,0,2,1,2,0,0,4,2
42204309,REQ_BOOK_READER_UX,Ebook Reader Navigation,EBOOK_DELIVERY,4,0,0,0,1,1,0,0,1,1
42204309,REQ_MOBILE_WALLET_BOOK_ACCESS,Mobile Wallet Book Access,EBOOK_DELIVERY,4,0,0,0,1,0,0,0,3,0
42204309,REQ_CONTRACT_EVENT_WEBHOOK,Production Contract-Event Webhook,PLATFORM_DATA,3,0,0,0,1,1,0,0,1,0
42204309,REQ_CONTRACT_MIGRATION_DATA_CONTINUITY,Contract Migration Data Continuity,PLATFORM_DATA,4,1,0,0,1,1,0,1,0,0
42204309,REQ_SUPPORT_CONTACT_FORM,Help and Contact Form,COMMUNITY_SUPPORT,1,0,0,0,1,0,0,0,0,0
42204309,REQ_DISCORD_COMMUNITY_SERVER,Discord Community Server,COMMUNITY_SUPPORT,5,0,1,2,1,1,0,0,0,0
42204309,REQ_MALICIOUS_SITE_WARNING_REMEDIATION,Malicious-Site Warning Remediation,,3,0,0,1,1,1,0,0,0,0
42204309,REQ_SPECIFIC_NFT_OWNERSHIP_TRANSFER,Specified NFT Ownership Transfer,,2,0,0,0,1,1,0,0,0,0
42204309,REQ_ABOUT_HARBOR_QUILL_CONTENT,About Harbor Quill Page Content,SITE_CONTENT_AND_ACCESS,13,1,0,0,1,11,0,0,0,0
42204309,REQ_NFT_ASSET_RENDERING,NFT Detail Media Rendering,NFT_ASSET_MODEL,8,0,0,2,1,1,0,0,3,1
42204309,REQ_OWNER_NFT_DISCOVERY,Owner NFT Discovery,NFT_ASSET_MODEL,8,0,0,1,1,1,0,0,2,3
42204309,REQ_DASHBOARD_LEADERBOARD_ACCURACY,Referral Reward Reporting Accuracy,PLATFORM_DATA,9,0,0,2,0,1,0,0,4,2
42204309,REQ_NFT_OWNERSHIP_MINT_REPORTING,NFT Ownership and Mint Reporting,PLATFORM_DATA,8,0,0,2,1,1,0,0,4,0
42204309,REQ_PRIZE_POOL_PLATFORM_STATS_ACCURACY,Prize-Pool and Platform Statistics Accuracy,PLATFORM_DATA,3,0,0,0,0,1,0,0,2,0
43127940,REQ_RESUME_CONTENT,Professional Resume Content,RESUME_MATERIALS,5,1,0,2,1,1,0,0,0,0
43127940,REQ_STANDARD_RESUME_EDITION,Standard Resume Edition,RESUME_MATERIALS,2,0,0,1,1,0,0,0,0,0
43127940,REQ_SIGNATURE_RESUME_EDITION,Signature Resume Edition,RESUME_MATERIALS,2,0,0,1,1,0,0,0,0,0
43127940,REQ_COVER_LETTER_CONTENT,Tailored Cover Letter Content,COVER_LETTER_MATERIALS,3,0,0,2,1,0,0,0,0,0
43127940,REQ_STANDARD_COVER_LETTER_EDITION,Standard Cover Letter Edition,COVER_LETTER_MATERIALS,2,0,0,1,1,0,0,0,0,0
43127940,REQ_SIGNATURE_COVER_LETTER_EDITION,Signature Cover Letter Edition,COVER_LETTER_MATERIALS,2,0,0,1,1,0,0,0,0,0
43127940,REQ_REMOTE_ROLE_POSITIONING,Remote-Role Positioning,,2,0,0,1,1,0,0,0,0,0
43214420,REQ_I2C_BUS_ELECTRICAL,I2C Bus Electrical Configuration,MULTI_BOARD_SYSTEM,6,0,0,1,1,4,0,0,0,0
43214420,REQ_INTERBOARD_POWER_SIGNAL_LINKS,Interboard Power and Signal Links,MULTI_BOARD_SYSTEM,3,1,0,0,1,1,0,0,0,0
43214420,REQ_BOARD_CHAIN_POWER_DISTRIBUTION,Board-Chain Power Distribution,MULTI_BOARD_SYSTEM,3,0,0,0,1,1,1,0,0,0
43214420,REQ_PANEL_POWER_CONTROL,Panel Power Control,MULTI_BOARD_SYSTEM,2,0,0,0,1,1,0,0,0,0
43214420,REQ_POWER_BOARD_TVS_ESD_PROTECTION,Power-Board TVS ESD Protection,POWER_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_POWER_BOARD_BATTERY_INTERFACE,Power-Board Battery Interface,POWER_BOARD_DESIGN,8,1,0,0,1,6,0,0,0,0
43214420,REQ_POWER_BOARD_BOOST_ENABLE,Switched 5V Boost Supply,POWER_BOARD_DESIGN,8,0,0,0,1,7,0,0,0,0
43214420,REQ_POWER_BOARD_USB_CONNECTOR,Power-Board USB-C Connector,POWER_BOARD_DESIGN,2,0,0,0,1,1,0,0,0,0
43214420,REQ_POWER_BOARD_MECHANICAL_LAYOUT,Power-Board Mechanical Layout,POWER_BOARD_DESIGN,8,0,0,0,1,6,0,0,1,0
43214420,REQ_POWER_BOARD_LAYER_STACK,Power-Board Layer Stack,POWER_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_POWER_BOARD_AXP2101_TOPOLOGY,Power-Board AXP2101 Topology,POWER_BOARD_DESIGN,6,1,0,1,1,2,0,1,0,0
43214420,REQ_POWER_BOARD_DCDC1_OUTPUT,Power-Board DCDC1 Output Setpoint,POWER_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_POWER_BOARD_CHARGE_STATUS_OUTPUT,Battery-Charge Status Output,POWER_BOARD_DESIGN,2,0,0,0,1,1,0,0,0,0
43214420,REQ_MAIN_USB_STANDALONE_POWER,Main-Board Standalone USB Power,MAIN_BOARD_DESIGN,4,1,0,0,1,2,0,0,0,0
43214420,REQ_MAIN_POWER_ORING,Main-Board Power Source OR-ing,MAIN_BOARD_DESIGN,2,0,0,0,1,1,0,0,0,0
43214420,REQ_MAIN_RAIL_CURRENT_MONITORING,Main-Board Rail Current Monitoring,MAIN_BOARD_DESIGN,7,0,0,0,1,6,0,0,0,0
43214420,REQ_MAIN_GPIO_ASSIGNMENTS,Main-Board ESP32 GPIO Assignments,MAIN_BOARD_DESIGN,5,1,0,1,1,2,0,0,0,0
43214420,REQ_MAIN_PANEL_IO,Main-Board Panel Controls and Inputs,MAIN_BOARD_DESIGN,6,1,0,0,1,3,0,1,0,0
43214420,REQ_MAIN_CONNECTOR_INVENTORY,Main-Board Connector Inventory,MAIN_BOARD_DESIGN,7,0,0,0,1,6,0,0,0,0
43214420,REQ_MAIN_I2C_SIGNAL_CONDITIONING,Main-Board I2C Signal Conditioning,MAIN_BOARD_DESIGN,4,1,0,0,0,2,0,1,0,0
43214420,REQ_MAIN_BOARD_LAYOUT,Main-Board Mechanical Layout,MAIN_BOARD_DESIGN,6,0,0,0,1,3,1,0,1,0
43214420,REQ_MAIN_ESP32_BREAKOUT,Main-Board ESP32 Full-Pin Breakout,MAIN_BOARD_DESIGN,7,1,0,1,1,3,0,1,0,0
43214420,REQ_MAIN_SWITCHED_3V3_LOAD,Main-Board Switched 3.3V Load Circuit,MAIN_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_MAIN_BUZZER,Main-Board Passive Buzzer,MAIN_BOARD_DESIGN,3,0,0,0,1,2,0,0,0,0
43214420,REQ_MAIN_STATUS_LED_POWER_LOGIC,Main-Board Addressable-LED Power and Logic,MAIN_BOARD_DESIGN,11,2,0,0,1,6,0,2,0,0
43214420,REQ_SENSOR_CONNECTOR_TOPOLOGY,Sensor-Board Connector Topology,SENSOR_BOARD_DESIGN,2,0,0,0,1,0,0,0,0,1
43214420,REQ_SENSOR_LEVEL_SHIFTING,Sensor-Board Logic-Level Handling,SENSOR_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_SPS30_I2C_MODE,SPS30 I2C Mode Selection,SENSOR_BOARD_DESIGN,3,0,0,1,1,1,0,0,0,0
43214420,REQ_SENSOR_BOARD_LAYOUT,Sensor-Board Mechanical Layout,SENSOR_BOARD_DESIGN,6,0,0,1,1,3,1,0,0,0
43214420,REQ_LED_BOARD_ARRAY,Addressable LED Board Array,LED_BOARD_DESIGN,4,1,0,0,1,1,0,1,0,0
43214420,REQ_LED_BOARD_POWER_PINOUT,LED-Board Power and Data Pinout,LED_BOARD_DESIGN,3,0,0,0,1,1,0,0,0,1
43214420,REQ_POWER_BOARD_PRODUCTION_PACKAGE,Power-Board Production Package,PRODUCTION_READINESS,6,0,1,1,1,1,0,1,1,0
43214420,REQ_MAIN_BOARD_PRODUCTION_PACKAGE,Main-Board Production Package,PRODUCTION_READINESS,5,0,0,2,0,0,0,0,3,0
43214420,REQ_SENSOR_BOARD_PRODUCTION_PACKAGE,Sensor-Board Production Package,PRODUCTION_READINESS,4,0,0,0,1,1,0,0,2,0
43214420,REQ_INTEGRATED_BOARD_PRODUCTION_PACKAGE,Integrated-Board Production Package,PRODUCTION_READINESS,4,0,0,1,1,1,0,0,0,1
43214420,REQ_COMPONENT_SOURCEABILITY,Component Sourceability,PRODUCTION_READINESS,10,0,0,1,1,3,0,0,5,0
43214420,REQ_MANUFACTURING_ACCOUNT_SETUP,Manufacturing Account and Cart Setup,PRODUCTION_READINESS,7,0,0,2,1,2,0,0,2,0
43214420,REQ_COMPONENT_ORIENTATION_REVIEW,Assembly Component-Orientation Review,PRODUCTION_READINESS,2,0,0,0,1,1,0,0,0,0
43214420,REQ_BOARD_IDENTIFICATION_MARKINGS,Board Identification and Pin Markings,PRODUCTION_READINESS,3,0,0,0,1,2,0,0,0,0
43214420,REQ_LEAD_FREE_ASSEMBLY,Lead-Free Assembly,PRODUCTION_READINESS,1,0,0,0,1,0,0,0,0,0
43214420,REQ_INTEGRATED_SINGLE_BOARD_ARCHITECTURE,Single Integrated Board Architecture,INTEGRATED_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_INTEGRATED_COST_OPTIMIZATION,Integrated-Board Cost Optimization,INTEGRATED_BOARD_DESIGN,3,0,0,0,1,2,0,0,0,0
43214420,REQ_INTEGRATED_CURRENT_MONITORING,Integrated-Board Current Monitoring,INTEGRATED_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_INTEGRATED_DISPLAY_BACKLIGHT,E-Paper Display Backlight Circuit,INTEGRATED_BOARD_DESIGN,4,1,0,0,1,1,0,1,0,0
43214420,REQ_INTEGRATED_LIGHT_SENSOR_PORT,Display Light-Sensor Port,INTEGRATED_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_INTEGRATED_CONNECTOR_ASSEMBLY,Integrated-Board Connector Assembly Type,INTEGRATED_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_INTEGRATED_ESP32_BREAKOUT,Integrated-Board ESP32 Breakout,INTEGRATED_BOARD_DESIGN,3,1,0,0,0,1,0,1,0,0
43214420,REQ_INTEGRATED_MECHANICAL_LAYOUT,Integrated-Board Mechanical and Connector Layout,INTEGRATED_BOARD_DESIGN,7,1,0,0,1,4,0,0,0,1
43214420,REQ_INTEGRATED_PERIPHERAL_CONNECTORS,Integrated-Board Peripheral Connector Set,INTEGRATED_BOARD_DESIGN,1,0,0,0,0,1,0,0,0,0
43214420,REQ_INTEGRATED_AXP_AUXILIARY_PINS,AXP2101 Auxiliary and Backup Pins,INTEGRATED_BOARD_DESIGN,6,2,0,1,0,2,0,1,0,0
43214420,REQ_INTEGRATED_POWER_ROUTING,Integrated-Board High-Current Routing,INTEGRATED_BOARD_DESIGN,4,1,0,0,1,1,0,1,0,0
43214420,REQ_INTEGRATED_DCDC1_REGULATION,Integrated-Board DCDC1 Regulation and Load Stability,INTEGRATED_BOARD_DESIGN,2,0,0,0,0,0,0,0,2,0
43214420,REQ_INTEGRATED_AXP_ASSEMBLY_RELIABILITY,AXP2101 Assembly Reliability,INTEGRATED_BOARD_DESIGN,4,0,0,0,1,1,0,0,2,0
43214420,REQ_ENCLOSURE_COMPONENT_CAPACITY,Enclosure Component Capacity,ENCLOSURE_DESIGN,2,0,0,0,1,1,0,0,0,0
43214420,REQ_ENCLOSURE_DISPLAY_INTEGRATION,Enclosure Display Integration,ENCLOSURE_DESIGN,3,2,0,0,1,0,0,0,0,0
43214420,REQ_ENCLOSURE_COMPONENT_RETENTION,Enclosure Mounting and Drop Retention,ENCLOSURE_DESIGN,2,0,0,0,1,1,0,0,0,0
43214420,REQ_ENCLOSURE_AIRFLOW,Enclosure Sensor Airflow,ENCLOSURE_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_ENCLOSURE_LED_LIGHT_PATH,Enclosure LED Light Path,ENCLOSURE_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_POWER_BOARD_BATTERY_SAFETY,Power-Board Battery Protection,POWER_BOARD_DESIGN,5,1,0,0,1,2,0,1,0,0
43214420,REQ_POWER_BOARD_BATTERY_TEMPERATURE_MONITORING,Power-Board Battery Temperature Monitoring,POWER_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
43214420,REQ_MAIN_DECOUPLING,Main-Board Local Decoupling,MAIN_BOARD_DESIGN,1,0,0,0,1,0,0,0,0,0
